<<<<<<<<<<

1. НУ      : Vпр = 120 км/ч , Hа = 200 м , САУ : стаб Углов, Vпр
   Задание : отработка САУ перехода по Hа : 200м --> 600м

Thu Apr 05 14:13:48 2018
  iSOK Time_SPNM     xrK     xrT    rddr    aShG    ShNV     Ha       V      Vpr      Vy     kur        gam        tng        psi        tet        alf      bet     snos       wx       wy       wz      ax1      ay1      az1      Pst         q       Gp      Tnv      Trv     fig         lag      SO HH:MM:SS:MS
   3262 1901.620   13.51  -41.85   13.00   39.47   11.87   796.85  137.95  132.68    9.24    1.52530    0.14172    2.64117  358.44904   13.95397  -11.339    2.958    0.025   -0.040    0.001    0.406    0.271    9.981    0.148  690.902     84.9   9525.6   9942.0    407.4   42.9899052  39.9658659 0 00:31:41.620
   3263 1901.640   13.51  -41.85   13.00   39.47   11.87   797.04  137.94  132.67    9.24    1.52530    0.14092    2.64930  358.44824   13.96045  -11.338    2.958    0.025   -0.040    0.001    0.407    0.271    9.981    0.148  690.886     84.9   9525.6   9942.2    407.4   42.9899119  39.9658662 0 00:31:41.640
   3264 1901.660   13.51  -41.85   13.00   39.47   11.87   797.22  137.93  132.66    9.25    1.52530    0.14011    2.65744  358.44743   13.96694  -11.336    2.959    0.025   -0.040    0.001    0.408    0.271    9.982    0.148  690.871     84.9   9525.6   9942.3    407.4   42.9899186  39.9658664 0 00:31:41.660
   3265 1901.680   13.51  -41.85   13.00   39.47   11.87   797.41  137.92  132.65    9.25    1.52530    0.13930    2.66560  358.44663   13.97345  -11.334    2.960    0.025   -0.041    0.001    0.409    0.271    9.982    0.148  690.856     84.9   9525.6   9942.5    407.4   42.9899253  39.9658667 0 00:31:41.680
   3266 1901.700   13.51  -41.85   13.00   39.47   11.87   797.59  137.91  132.64    9.25    1.52531    0.13849    2.67378  358.44582   13.97997  -11.333    2.961    0.025   -0.041    0.001    0.409    0.271    9.982    0.148  690.840     84.8   9525.6   9942.7    407.4   42.9899319  39.9658669 0 00:31:41.700
   3267 1901.720   13.51  -41.85   13.00   39.47   11.87   797.78  137.90  132.63    9.26    1.52531    0.13768    2.68196  358.44503   13.98652  -11.331    2.962    0.025   -0.041    0.001    0.410    0.271    9.982    0.148  690.825     84.8   9525.6   9942.8    407.5   42.9899386  39.9658672 0 00:31:41.720
   3268 1901.740   13.51  -41.85   13.00   39.47   11.87   797.96  137.89  132.62    9.26    1.52531    0.13686    2.69017  358.44423   13.99308  -11.329    2.963    0.025   -0.041    0.001    0.411    0.271    9.983    0.148  690.809     84.8   9525.6   9943.0    407.5   42.9899453  39.9658674 0 00:31:41.740
   3269 1901.760   13.51  -41.85   13.00   39.47   11.87   798.15  137.88  132.61    9.27    1.52531    0.13605    2.69838  358.44343   13.99965  -11.328    2.964    0.025   -0.041    0.001    0.411    0.271    9.983    0.148  690.794     84.8   9525.6   9943.2    407.5   42.9899520  39.9658677 0 00:31:41.760
   3270 1901.780   13.51  -41.85   13.00   39.47   11.87   798.33  137.86  132.60    9.27    1.52532    0.13523    2.70662  358.44264   14.00625  -11.326    2.964    0.025   -0.041    0.001    0.412    0.271    9.983    0.148  690.778     84.8   9525.6   9943.3    407.5   42.9899587  39.9658679 0 00:31:41.780
   3271 1901.800   13.51  -41.85   13.00   39.47   11.87   798.52  137.85  132.59    9.27    1.52532    0.13441    2.71486  358.44185   14.01286  -11.324    2.965    0.025   -0.041    0.001    0.413    0.272    9.983    0.148  690.763     84.8   9525.6   9943.5    407.5   42.9899654  39.9658682 0 00:31:41.800
   3272 1901.820   13.51  -41.85   13.00   39.47   11.87   798.70  137.84  132.57    9.28    1.52532    0.13359    2.72312  358.44106   14.01949  -11.323    2.966    0.025   -0.041    0.001    0.414    0.272    9.984    0.148  690.747     84.8   9525.6   9943.7    407.5   42.9899720  39.9658684 0 00:31:41.820
   3273 1901.840   13.51  -41.85   13.00   39.47   11.87   798.89  137.83  132.56    9.28    1.52532    0.13277    2.73140  358.44028   14.02614  -11.321    2.967    0.025   -0.041    0.001    0.414    0.272    9.984    0.148  690.732     84.7   9525.6   9943.8    407.5   42.9899787  39.9658687 0 00:31:41.840
   3274 1901.860   13.51  -41.85   13.00   39.47   11.87   799.07  137.82  132.55    9.28    1.52533    0.13195    2.73969  358.43949   14.03280  -11.319    2.968    0.025   -0.041    0.001    0.415    0.272    9.984    0.148  690.716     84.7   9525.6   9944.0    407.5   42.9899854  39.9658689 0 00:31:41.860
   3275 1901.880   13.51  -41.85   13.00   39.47   11.87   799.26  137.81  132.54    9.29    1.52533    0.13113    2.74799  358.43871   14.03948  -11.318    2.969    0.025   -0.041    0.001    0.416    0.272    9.984    0.147  690.701     84.7   9525.6   9944.2    407.5   42.9899921  39.9658692 0 00:31:41.880
   3276 1901.900   13.51  -41.85   13.00   39.47   11.87   799.45  137.80  132.53    9.29    1.52533    0.13030    2.75631  358.43793   14.04618  -11.316    2.969    0.025   -0.041    0.001    0.416    0.272    9.985    0.147  690.685     84.7   9525.5   9944.4    407.5   42.9899988  39.9658694 0 00:31:41.900
   3277 1901.920   13.51  -41.85   13.00   39.47   11.87   799.63  137.79  132.52    9.29    1.52533    0.12948    2.76465  358.43715   14.05290  -11.314    2.970    0.025   -0.041    0.001    0.417    0.272    9.985    0.147  690.670     84.7   9525.5   9944.5    407.5   42.9900054  39.9658697 0 00:31:41.920
   3278 1901.940   13.51  -41.85   13.00   39.47   11.87   799.82  137.78  132.50    9.30    1.52534    0.12865    2.77299  358.43638   14.05964  -11.313    2.971    0.025   -0.041    0.001    0.418    0.272    9.985    0.147  690.654     84.7   9525.5   9944.7    407.5   42.9900121  39.9658699 0 00:31:41.940
   3279 1901.960   13.51  -41.85   13.00   39.47   11.87   800.00  137.77  132.49    9.30    1.52534    0.12782    2.78136  358.43560   14.06639  -11.311    2.972    0.025   -0.041    0.001    0.419    0.272    9.985    0.147  690.639     84.7   9525.5   9944.9    407.5   42.9900188  39.9658702 0 00:31:41.960
   3280 1901.980   13.51  -41.85   13.00   39.47   11.87   800.19  137.76  132.48    9.31    1.52534    0.12699    2.78973  358.43483   14.07316  -11.310    2.973    0.025   -0.042    0.001    0.419    0.272    9.986    0.147  690.623     84.6   9525.5   9945.1    407.5   42.9900255  39.9658704 0 00:31:41.980
   3281 1902.000   13.51  -41.85   13.00   39.47   11.87   800.38  137.74  132.47    9.31    1.52534    0.12616    2.79813  358.43406   14.07995  -11.308    2.974    0.025   -0.042    0.001    0.420    0.272    9.986    0.147  690.608     84.6   9525.5   9945.2    407.5   42.9900321  39.9658707 0 00:31:42.000
   3282 1902.020   13.51  -41.85   13.00   39.47   11.87   800.56  137.73  132.46    9.31    1.52535    0.12533    2.80653  358.43330   14.08676  -11.306    2.974    0.025   -0.042    0.001    0.421    0.273    9.986    0.147  690.592     84.6   9525.5   9945.4    407.6   42.9900388  39.9658709 0 00:31:42.020
   3283 1902.040   13.51  -41.85   13.00   39.47   11.87   800.75  137.72  132.44    9.32    1.52535    0.12450    2.81495  358.43253   14.09358  -11.305    2.975    0.025   -0.042    0.001    0.422    0.273    9.986    0.147  690.577     84.6   9525.5   9945.6    407.6   42.9900455  39.9658712 0 00:31:42.040
   3284 1902.060   13.51  -41.85   13.00   39.47   11.87   800.93  137.71  132.43    9.32    1.52535    0.12366    2.82339  358.43177   14.10043  -11.303    2.976    0.025   -0.042    0.001    0.422    0.273    9.987    0.147  690.561     84.6   9525.5   9945.8    407.6   42.9900522  39.9658714 0 00:31:42.060
   3285 1902.080   13.51  -41.85   13.00   39.47   11.87   801.12  137.70  132.42    9.32    1.52535    0.12283    2.83184  358.43101   14.10729  -11.302    2.977    0.025   -0.042    0.001    0.423    0.273    9.987    0.147  690.546     84.6   9525.5   9946.0    407.6   42.9900588  39.9658717 0 00:31:42.080
   3286 1902.100   13.51  -41.85   13.00   39.47   11.87   801.31  137.69  132.41    9.33    1.52536    0.12199    2.84030  358.43025   14.11417  -11.300    2.978    0.025   -0.042    0.001    0.424    0.273    9.987    0.147  690.530     84.5   9525.5   9946.2    407.6   42.9900655  39.9658719 0 00:31:42.100
   3287 1902.120   13.51  -41.85   13.00   39.47   11.87   801.49  137.67  132.39    9.33    1.52536    0.12115    2.84878  358.42950   14.12106  -11.298    2.978    0.025   -0.042    0.001    0.425    0.273    9.987    0.147  690.515     84.5   9525.5   9946.3    407.6   42.9900722  39.9658722 0 00:31:42.120
   3288 1902.140   13.51  -41.85   13.00   39.47   11.87   801.68  137.66  132.38    9.33    1.52536    0.12031    2.85728  358.42875   14.12798  -11.297    2.979    0.025   -0.042    0.001    0.425    0.273    9.988    0.147  690.499     84.5   9525.5   9946.5    407.6   42.9900788  39.9658725 0 00:31:42.140
   3289 1902.160   13.51  -41.85   13.00   39.47   11.87   801.87  137.65  132.37    9.34    1.52536    0.11947    2.86578  358.42799   14.13491  -11.295    2.980    0.025   -0.042    0.001    0.426    0.273    9.988    0.147  690.484     84.5   9525.5   9946.7    407.6   42.9900855  39.9658727 0 00:31:42.160
   3290 1902.180   13.51  -41.85   13.00   39.47   11.87   802.05  137.64  132.35    9.34    1.52537    0.11863    2.87431  358.42725   14.14186  -11.294    2.981    0.025   -0.042    0.001    0.427    0.273    9.988    0.147  690.468     84.5   9525.5   9946.9    407.6   42.9900922  39.9658730 0 00:31:42.180
   3291 1902.200   13.51  -41.85   13.00   39.47   11.87   802.24  137.63  132.34    9.35    1.52537    0.11779    2.88284  358.42650   14.14883  -11.292    2.982    0.025   -0.042    0.001    0.427    0.274    9.988    0.147  690.452     84.5   9525.5   9947.1    407.6   42.9900988  39.9658732 0 00:31:42.200
   3292 1902.220   13.51  -41.85   13.00   39.47   11.87   802.43  137.61  132.33    9.35    1.52537    0.11694    2.89140  358.42576   14.15582  -11.290    2.983    0.025   -0.042    0.001    0.428    0.274    9.989    0.147  690.437     84.4   9525.5   9947.3    407.6   42.9901055  39.9658735 0 00:31:42.220
   3293 1902.240   13.51  -41.85   13.00   39.47   11.87   802.62  137.60  132.32    9.35    1.52538    0.11610    2.89996  358.42501   14.16283  -11.289    2.983    0.025   -0.042    0.001    0.429    0.274    9.989    0.147  690.421     84.4   9525.5   9947.5    407.6   42.9901122  39.9658737 0 00:31:42.240
   3294 1902.260   13.51  -41.85   13.00   39.47   11.87   802.80  137.59  132.30    9.36    1.52538    0.11525    2.90854  358.42427   14.16985  -11.287    2.984    0.025   -0.042    0.001    0.430    0.274    9.989    0.147  690.406     84.4   9525.5   9947.7    407.6   42.9901188  39.9658740 0 00:31:42.260
   3295 1902.280   13.51  -41.85   13.00   39.47   11.87   802.99  137.57  132.29    9.36    1.52538    0.11440    2.91714  358.42354   14.17690  -11.286    2.985    0.025   -0.042    0.001    0.430    0.274    9.990    0.146  690.390     84.4   9525.4   9947.8    407.6   42.9901255  39.9658742 0 00:31:42.280
   3296 1902.300   13.51  -41.85   13.00   39.47   11.87   803.18  137.56  132.28    9.36    1.52539    0.11355    2.92574  358.42280   14.18396  -11.284    2.986    0.025   -0.042    0.001    0.431    0.274    9.990    0.146  690.374     84.4   9525.4   9948.0    407.7   42.9901322  39.9658745 0 00:31:42.300
   3297 1902.320   13.51  -41.85   13.00   39.47   11.87   803.36  137.55  132.26    9.37    1.52539    0.11270    2.93437  358.42207   14.19104  -11.282    2.986    0.025   -0.043    0.001    0.432    0.274    9.990    0.146  690.359     84.4   9525.4   9948.2    407.7   42.9901388  39.9658747 0 00:31:42.320
   3298 1902.340   13.51  -41.85   13.00   39.47   11.87   803.55  137.54  132.25    9.37    1.52539    0.11185    2.94300  358.42134   14.19814  -11.281    2.987    0.025   -0.043    0.001    0.432    0.275    9.990    0.146  690.343     84.3   9525.4   9948.4    407.7   42.9901455  39.9658750 0 00:31:42.340
   3299 1902.360   13.51  -41.85   13.00   39.47   11.87   803.74  137.52  132.23    9.37    1.52539    0.11100    2.95166  358.42061   14.20526  -11.279    2.988    0.025   -0.043    0.001    0.433    0.275    9.991    0.146  690.328     84.3   9525.4   9948.6    407.7   42.9901521  39.9658752 0 00:31:42.360
   3300 1902.380   13.51  -41.85   13.00   39.47   11.87   803.93  137.51  132.22    9.38    1.52540    0.11014    2.96032  358.41988   14.21239  -11.278    2.989    0.025   -0.043    0.001    0.434    0.275    9.991    0.146  690.312     84.3   9525.4   9948.8    407.7   42.9901588  39.9658755 0 00:31:42.380
   3301 1902.400   13.51  -41.85   13.00   39.47   11.87   804.11  137.50  132.21    9.38    1.52540    0.10929    2.96900  358.41916   14.21955  -11.276    2.990    0.025   -0.043    0.001    0.434    0.275    9.991    0.146  690.296     84.3   9525.4   9949.0    407.7   42.9901655  39.9658758 0 00:31:42.400
   3302 1902.420   13.51  -41.85   13.00   39.47   11.87   804.30  137.48  132.19    9.39    1.52540    0.10843    2.97769  358.41844   14.22672  -11.275    2.990    0.025   -0.043    0.001    0.435    0.275    9.991    0.146  690.281     84.3   9525.4   9949.2    407.7   42.9901721  39.9658760 0 00:31:42.420
   3303 1902.440   13.51  -41.85   13.00   39.47   11.87   804.49  137.47  132.18    9.39    1.52541    0.10758    2.98640  358.41772   14.23392  -11.273    2.991    0.025   -0.043    0.001    0.436    0.275    9.992    0.146  690.265     84.3   9525.4   9949.4    407.7   42.9901788  39.9658763 0 00:31:42.440
   3304 1902.460   13.51  -41.85   13.00   39.47   11.87   804.68  137.46  132.16    9.39    1.52541    0.10672    2.99512  358.41700   14.24113  -11.272    2.992    0.025   -0.043    0.001    0.437    0.275    9.992    0.146  690.249     84.2   9525.4   9949.6    407.7   42.9901854  39.9658765 0 00:31:42.460
   3305 1902.480   13.51  -41.85   13.00   39.47   11.87   804.87  137.44  132.15    9.40    1.52541    0.10586    3.00386  358.41629   14.24836  -11.270    2.993    0.025   -0.043    0.001    0.437    0.276    9.992    0.146  690.234     84.2   9525.4   9949.8    407.7   42.9901921  39.9658768 0 00:31:42.480
   3306 1902.500   13.51  -41.85   13.00   39.47   11.87   805.05  137.43  132.14    9.40    1.52542    0.10500    3.01261  358.41558   14.25561  -11.269    2.993    0.025   -0.043    0.001    0.438    0.276    9.993    0.146  690.218     84.2   9525.4   9950.0    407.7   42.9901987  39.9658770 0 00:31:42.500
   3307 1902.520   13.51  -41.85   13.00   39.47   11.87   805.24  137.42  132.12    9.40    1.52542    0.10414    3.02137  358.41487   14.26288  -11.267    2.994    0.025   -0.043    0.001    0.439    0.276    9.993    0.146  690.202     84.2   9525.4   9950.2    407.7   42.9902054  39.9658773 0 00:31:42.520
   3308 1902.540   13.51  -41.85   13.00   39.47   11.87   805.43  137.40  132.11    9.41    1.52542    0.10327    3.03014  358.41416   14.27016  -11.266    2.995    0.025   -0.043    0.001    0.439    0.276    9.993    0.146  690.187     84.2   9525.4   9950.4    407.8   42.9902120  39.9658775 0 00:31:42.540
   3309 1902.560   13.51  -41.85   13.00   39.47   11.87   805.62  137.39  132.09    9.41    1.52543    0.10241    3.03893  358.41346   14.27747  -11.264    2.996    0.025   -0.043    0.001    0.440    0.276    9.993    0.146  690.171     84.1   9525.4   9950.6    407.8   42.9902187  39.9658778 0 00:31:42.560
   3310 1902.580   13.51  -41.85   13.00   39.47   11.87   805.81  137.37  132.08    9.42    1.52543    0.10154    3.04774  358.41275   14.28480  -11.263    2.997    0.025   -0.043    0.001    0.441    0.276    9.994    0.146  690.155     84.1   9525.4   9950.8    407.8   42.9902254  39.9658780 0 00:31:42.580
   3311 1902.600   13.51  -41.85   13.00   39.47   11.87   805.99  137.36  132.06    9.42    1.52544    0.10068    3.05655  358.41205   14.29214  -11.261    2.997    0.025   -0.043    0.001    0.441    0.277    9.994    0.146  690.140     84.1   9525.4   9951.0    407.8   42.9902320  39.9658783 0 00:31:42.600
   3312 1902.620   13.51  -41.85   13.00   39.47   11.87   806.18  137.35  132.05    9.42    1.52544    0.09981    3.06538  358.41135   14.29950  -11.260    2.998    0.025   -0.043    0.001    0.442    0.277    9.994    0.146  690.124     84.1   9525.4   9951.2    407.8   42.9902386  39.9658786 0 00:31:42.620
   3313 1902.640   13.51  -41.85   13.00   39.47   11.87   806.37  137.33  132.03    9.43    1.52544    0.09894    3.07423  358.41066   14.30689  -11.258    2.999    0.025   -0.043    0.001    0.443    0.277    9.995    0.146  690.108     84.1   9525.4   9951.4    407.8   42.9902453  39.9658788 0 00:31:42.640
   3314 1902.660   13.51  -41.85   13.00   39.47   11.87   806.56  137.32  132.02    9.43    1.52545    0.09807    3.08308  358.40996   14.31429  -11.257    3.000    0.025   -0.043    0.001    0.443    0.277    9.995    0.146  690.092     84.1   9525.3   9951.6    407.8   42.9902519  39.9658791 0 00:31:42.660
   3315 1902.680   13.51  -41.85   13.00   39.47   11.87   806.75  137.30  132.00    9.43    1.52545    0.09720    3.09195  358.40927   14.32171  -11.255    3.000    0.025   -0.044    0.001    0.444    0.277    9.995    0.145  690.077     84.0   9525.3   9951.8    407.8   42.9902586  39.9658793 0 00:31:42.680
   3316 1902.700   13.51  -41.85   13.00   39.47   11.87   806.94  137.29  131.99    9.44    1.52545    0.09633    3.10084  358.40858   14.32915  -11.254    3.001    0.025   -0.044    0.001    0.445    0.278    9.995    0.145  690.061     84.0   9525.3   9952.0    407.8   42.9902652  39.9658796 0 00:31:42.700
   3317 1902.720   13.51  -41.85   13.00   39.47   11.87   807.13  137.27  131.97    9.44    1.52546    0.09546    3.10973  358.40790   14.33661  -11.252    3.002    0.025   -0.044    0.001    0.445    0.278    9.996    0.145  690.045     84.0   9525.3   9952.2    407.8   42.9902719  39.9658798 0 00:31:42.720
   3318 1902.740   13.51  -41.85   13.00   39.47   11.87   807.32  137.26  131.96    9.45    1.52546    0.09459    3.11864  358.40721   14.34409  -11.251    3.002    0.025   -0.044    0.001    0.446    0.278    9.996    0.145  690.030     84.0   9525.3   9952.5    407.8   42.9902785  39.9658801 0 00:31:42.740
   3319 1902.760   13.51  -41.85   13.00   39.47   11.87   807.50  137.24  131.94    9.45    1.52547    0.09371    3.12756  358.40653   14.35159  -11.249    3.003    0.025   -0.044    0.001    0.447    0.278    9.996    0.145  690.014     84.0   9525.3   9952.7    407.8   42.9902852  39.9658803 0 00:31:42.760
   3320 1902.780   13.51  -41.85   13.00   39.47   11.87   807.69  137.23  131.93    9.45    1.52547    0.09284    3.13650  358.40585   14.35911  -11.248    3.004    0.025   -0.044    0.001    0.447    0.278    9.997    0.145  689.998     83.9   9525.3   9952.9    407.9   42.9902918  39.9658806 0 00:31:42.780
   3321 1902.800   13.51  -41.85   13.00   39.47   11.87   807.88  137.21  131.91    9.46    1.52547    0.09196    3.14545  358.40517   14.36664  -11.246    3.005    0.025   -0.044    0.001    0.448    0.279    9.997    0.145  689.982     83.9   9525.3   9953.1    407.9   42.9902984  39.9658809 0 00:31:42.800
   3322 1902.820   13.51  -41.85   13.00   39.47   11.87   808.07  137.20  131.90    9.46    1.52548    0.09108    3.15441  358.40450   14.37420  -11.245    3.005    0.025   -0.044    0.001    0.448    0.279    9.997    0.145  689.967     83.9   9525.3   9953.3    407.9   42.9903051  39.9658811 0 00:31:42.820
   3323 1902.840   13.51  -41.85   13.00   39.47   11.87   808.26  137.18  131.88    9.47    1.52548    0.09020    3.16338  358.40383   14.38178  -11.244    3.006    0.025   -0.044    0.001    0.449    0.279    9.997    0.145  689.951     83.9   9525.3   9953.5    407.9   42.9903117  39.9658814 0 00:31:42.840
   3324 1902.860   13.51  -41.85   13.00   39.47   11.87   808.45  137.17  131.86    9.47    1.52549    0.08932    3.17236  358.40316   14.38937  -11.242    3.007    0.025   -0.044    0.001    0.450    0.279    9.998    0.145  689.935     83.9   9525.3   9953.7    407.9   42.9903184  39.9658816 0 00:31:42.860
   3325 1902.880   13.51  -41.85   13.00   39.47   11.87   808.64  137.15  131.85    9.47    1.52549    0.08844    3.18136  358.40249   14.39699  -11.241    3.008    0.025   -0.044    0.001    0.450    0.279    9.998    0.145  689.919     83.8   9525.3   9953.9    407.9   42.9903250  39.9658819 0 00:31:42.880
   3326 1902.900   13.51  -41.85   13.00   39.47   11.87   808.83  137.14  131.83    9.48    1.52550    0.08756    3.19037  358.40182   14.40462  -11.239    3.008    0.025   -0.044    0.001    0.451    0.280    9.998    0.145  689.903     83.8   9525.3   9954.1    407.9   42.9903316  39.9658821 0 00:31:42.900
   3327 1902.920   13.51  -41.85   13.00   39.47   11.87   809.02  137.12  131.82    9.48    1.52550    0.08668    3.19939  358.40116   14.41228  -11.238    3.009    0.025   -0.044    0.001    0.452    0.280    9.999    0.145  689.888     83.8   9525.3   9954.4    407.9   42.9903383  39.9658824 0 00:31:42.920
   3328 1902.940   13.51  -41.85   13.00   39.47   11.87   809.21  137.11  131.80    9.48    1.52550    0.08580    3.20843  358.40050   14.41995  -11.237    3.010    0.025   -0.044    0.001    0.452    0.280    9.999    0.145  689.872     83.8   9525.3   9954.6    407.9   42.9903449  39.9658826 0 00:31:42.940
   3329 1902.960   13.51  -41.85   13.00   39.47   11.87   809.40  137.09  131.78    9.49    1.52551    0.08491    3.21747  358.39984   14.42764  -11.235    3.010    0.025   -0.044    0.001    0.453    0.280    9.999    0.145  689.856     83.8   9525.3   9954.8    407.9   42.9903515  39.9658829 0 00:31:42.960
   3330 1902.980   13.51  -41.85   13.00   39.47   11.87   809.59  137.07  131.77    9.49    1.52551    0.08403    3.22653  358.39918   14.43536  -11.234    3.011    0.025   -0.044    0.001    0.453    0.281    9.999    0.145  689.840     83.7   9525.3   9955.0    407.9   42.9903582  39.9658832 0 00:31:42.980
   3331 1903.000   13.51  -41.85   13.00   39.47   11.87   809.78  137.06  131.75    9.50    1.52552    0.08314    3.23560  358.39853   14.44309  -11.232    3.012    0.025   -0.044    0.001    0.454    0.281   10.000    0.145  689.824     83.7   9525.3   9955.2    408.0   42.9903648  39.9658834 0 00:31:43.000
   3332 1903.020   13.51  -41.85   13.00   39.47   11.87   809.97  137.04  131.73    9.50    1.52552    0.08226    3.24468  358.39788   14.45084  -11.231    3.013    0.025   -0.044    0.001    0.455    0.281   10.000    0.145  689.809     83.7   9525.3   9955.4    408.0   42.9903714  39.9658837 0 00:31:43.020
   3333 1903.040   13.51  -41.85   13.00   39.47   11.87   810.16  137.03  131.72    9.50    1.52553    0.08137    3.25378  358.39723   14.45862  -11.230    3.013    0.025   -0.044    0.001    0.455    0.281   10.000    0.145  689.793     83.7   9525.2   9955.6    408.0   42.9903781  39.9658839 0 00:31:43.040
   3334 1903.060   13.51  -41.85   13.00   39.47   11.87   810.35  137.01  131.70    9.51    1.52553    0.08048    3.26288  358.39658   14.46641  -11.228    3.014    0.025   -0.044    0.001    0.456    0.281   10.001    0.145  689.777     83.6   9525.2   9955.9    408.0   42.9903847  39.9658842 0 00:31:43.060
   3335 1903.080   13.51  -41.85   13.00   39.47   11.87   810.54  136.99  131.68    9.51    1.52554    0.07959    3.27200  358.39594   14.47422  -11.227    3.015    0.025   -0.044    0.001    0.456    0.282   10.001    0.145  689.761     83.6   9525.2   9956.1    408.0   42.9903913  39.9658844 0 00:31:43.080
   3336 1903.100   13.51  -41.85   13.00   39.47   11.87   810.73  136.98  131.67    9.52    1.52554    0.07870    3.28112  358.39530   14.48205  -11.226    3.015    0.025   -0.045    0.001    0.457    0.282   10.001    0.144  689.745     83.6   9525.2   9956.3    408.0   42.9903979  39.9658847 0 00:31:43.100
   3337 1903.120   13.51  -41.85   13.00   39.47   11.87   810.92  136.96  131.65    9.52    1.52555    0.07781    3.29026  358.39466   14.48991  -11.224    3.016    0.025   -0.045    0.001    0.457    0.282   10.002    0.144  689.729     83.6   9525.2   9956.5    408.0   42.9904046  39.9658850 0 00:31:43.120
   3338 1903.140   13.51  -41.85   13.00   39.47   11.87   811.11  136.94  131.63    9.52    1.52555    0.07692    3.29941  358.39402   14.49778  -11.223    3.017    0.025   -0.045    0.001    0.458    0.282   10.002    0.144  689.713     83.6   9525.2   9956.7    408.0   42.9904112  39.9658852 0 00:31:43.140
   3339 1903.160   13.51  -41.85   13.00   39.47   11.87   811.30  136.93  131.62    9.53    1.52556    0.07603    3.30857  358.39338   14.50567  -11.222    3.017    0.025   -0.045    0.001    0.458    0.283   10.002    0.144  689.698     83.5   9525.2   9956.9    408.0   42.9904178  39.9658855 0 00:31:43.160
   3340 1903.180   13.51  -41.85   13.00   39.47   11.87   811.49  136.91  131.60    9.53    1.52556    0.07513    3.31774  358.39275   14.51358  -11.221    3.018    0.025   -0.045    0.001    0.459    0.283   10.002    0.144  689.682     83.5   9525.2   9957.2    408.0   42.9904244  39.9658857 0 00:31:43.180
   3341 1903.200   13.51  -41.85   13.00   39.47   11.87   811.68  136.89  131.58    9.54    1.52557    0.07424    3.32692  358.39212   14.52151  -11.219    3.019    0.025   -0.045    0.001    0.459    0.283   10.003    0.144  689.666     83.5   9525.2   9957.4    408.0   42.9904310  39.9658860 0 00:31:43.200
   3342 1903.220   13.51  -41.85   13.00   39.47   11.87   811.87  136.88  131.56    9.54    1.52557    0.07334    3.33612  358.39149   14.52947  -11.218    3.019    0.025   -0.045    0.001    0.460    0.283   10.003    0.144  689.650     83.5   9525.2   9957.6    408.1   42.9904377  39.9658862 0 00:31:43.220
   3343 1903.240   13.51  -41.85   13.00   39.47   11.87   812.06  136.86  131.55    9.54    1.52558    0.07245    3.34532  358.39087   14.53744  -11.217    3.020    0.025   -0.045    0.001    0.461    0.284   10.003    0.144  689.634     83.5   9525.2   9957.8    408.1   42.9904443  39.9658865 0 00:31:43.240
   3344 1903.260   13.51  -41.85   13.00   39.47   11.87   812.25  136.84  131.53    9.55    1.52558    0.07155    3.35453  358.39024   14.54543  -11.215    3.021    0.025   -0.045    0.001    0.461    0.284   10.004    0.144  689.618     83.4   9525.2   9958.0    408.1   42.9904509  39.9658868 0 00:31:43.260
   3345 1903.280   13.51  -41.85   13.00   39.47   11.87   812.45  136.83  131.51    9.55    1.52559    0.07065    3.36376  358.38962   14.55344  -11.214    3.022    0.025   -0.045    0.001    0.462    0.284   10.004    0.144  689.602     83.4   9525.2   9958.3    408.1   42.9904575  39.9658870 0 00:31:43.280
   3346 1903.300   13.51  -41.85   13.00   39.47   11.87   812.64  136.81  131.49    9.56    1.52559    0.06975    3.37299  358.38901   14.56148  -11.213    3.022    0.025   -0.045    0.001    0.462    0.284   10.004    0.144  689.586     83.4   9525.2   9958.5    408.1   42.9904641  39.9658873 0 00:31:43.300
   3347 1903.320   13.51  -41.85   13.00   39.47   11.87   812.83  136.79  131.48    9.56    1.52560    0.06886    3.38223  358.38839   14.56953  -11.212    3.023    0.025   -0.045    0.001    0.463    0.285   10.005    0.144  689.570     83.4   9525.2   9958.7    408.1   42.9904707  39.9658875 0 00:31:43.320
   3348 1903.340   13.51  -41.85   13.00   39.47   11.87   813.02  136.77  131.46    9.56    1.52560    0.06796    3.39149  358.38778   14.57760  -11.211    3.024    0.025   -0.045    0.001    0.463    0.285   10.005    0.144  689.555     83.3   9525.2   9958.9    408.1   42.9904774  39.9658878 0 00:31:43.340
   3349 1903.360   13.51  -41.85   13.00   39.47   11.87   813.21  136.76  131.44    9.57    1.52561    0.06705    3.40075  358.38716   14.58569  -11.209    3.024    0.025   -0.045    0.001    0.464    0.285   10.005    0.144  689.539     83.3   9525.2   9959.1    408.1   42.9904840  39.9658880 0 00:31:43.360
   3350 1903.380   13.51  -41.85   13.00   39.47   11.87   813.40  136.74  131.42    9.57    1.52562    0.06615    3.41002  358.38656   14.59381  -11.208    3.025    0.025   -0.045    0.001    0.464    0.285   10.005    0.144  689.523     83.3   9525.2   9959.3    408.1   42.9904906  39.9658883 0 00:31:43.380
